Accession	Segment	Strain	Virus	Author	Publication_Title	Journal	Database
LC123359	PB2	Influenza C virus (C/Yamagata/18/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123360	PB2	Influenza C virus (C/Miyagi/2/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123358	PB2	Influenza C virus (C/Yamagata/16/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123352	PB2	Influenza C virus (C/Yamagata/14/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123353	PB2	Influenza C virus (C/Yamagata/20/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123355	PB2	Influenza C virus (C/Yamagata/1/2007)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123363	PB2	Influenza C virus (C/Tokyo/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123361	PB2	Influenza C virus (C/Yamagata/2/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123362	PB2	Influenza C virus (C/Miyagi/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123372	PB2	Influenza C virus (C/Fukuoka/1/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123357	PB2	Influenza C virus (C/Yamagata/11/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123365	PB2	Influenza C virus (C/Yamagata/3/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123368	PB2	Influenza C virus (C/Yamagata/14/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123371	PB2	Influenza C virus (C/Miyagi/2/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123370	PB2	Influenza C virus (C/Yamagata/29/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
KT835342	PB2	Influenza C virus (C/Scotland/7274/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
KT835343	PB2	Influenza C virus (C/Scotland/6855/2007)	influenzaC	Smith,D.B., Gaunt,E.R., Digard,P., Templeton,K. and Simmonds,P.	Detection of influenza C virus but not influenza D virus in Scottish respiratory samples	J. Clin. Virol. 74, 50-53 (2016)	NCBI Virus, Genbank
LC123286	PB2	Influenza C virus (C/Johannesburg/4/67)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123288	PB2	Influenza C virus (C/Georgia/1/69)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123296	PB2	Influenza C virus (C/Greece/1/79)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123299	PB2	Influenza C virus (C/Mississippi/80)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123306	PB2	Influenza C virus (C/Nara/82)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123317	PB2	Influenza C virus (C/Miyagi/7/93)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123336	PB2	Influenza C virus (C/Yamagata/26/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC720290	PB2	Influenza C virus	influenzaC	Shirato,K., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M. and Hashimoto,K.	Isolation of influenza C viruses using air-liquid interface culture of human bronchial/tracheal epithelial cells	Unpublished	NCBI Virus, Genbank
MZ330908	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330999	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MK050104	PB2	Influenza C virus	influenzaC	Lee,H.S., Lim,S., Noh,J.Y., Song,J.Y., Cheong,H.J., Lee,J.H., Woo,S.I. and Kim,W.J.	Identification of influenza C virus in young South Korean children, from October 2013 to September 2016	J. Clin. Virol. 115, 47-52 (2019)	NCBI Virus, Genbank
LC123381	PB2	Influenza C virus (C/Miyagi/5/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123384	PB2	Influenza C virus (C/Tokyo/4/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123378	PB2	Influenza C virus (C/Yamagata/33/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
KM504277	PB2	Influenza C virus (C/Victoria/2/2012)	influenzaC	Liu,R., Hause,B.M. and Li,F.	Biological and Genetic Characterization of C/Victoria/2/2012, a Contemporary Human Influenza C virus	Unpublished	NCBI Virus, Genbank
LC603653	PB2	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Shimotai,Y., Kadowaki,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Growth Kinetics of Influenza C Virus Antigenic Mutants That Escaped from Anti-Hemagglutinin Esterase Monoclonal Antibodies and Viral Antigenic Changes Found in Field Isolates	Viruses 13 (3), 401 (2021)	NCBI Virus, Genbank
LC123333	PB2	Influenza C virus (C/Yamagata/14/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123319	PB2	Influenza C virus (C/Miyagi/9/96)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123320	PB2	Influenza C virus (C/Yamagata/8/96)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123339	PB2	Influenza C virus (C/Miyagi/25/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123346	PB2	Influenza C virus (C/Miyagi/4/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123349	PB2	Influenza C virus (C/Yamagata/1/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123343	PB2	Influenza C virus (C/Yamagata/2/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123345	PB2	Influenza C virus (C/Miyagi/2/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123351	PB2	Influenza C virus (C/Yamagata/13/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123326	PB2	Influenza C virus (C/Yamagata/7/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123328	PB2	Influenza C virus (C/Miyagi/11/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123332	PB2	Influenza C virus (C/Yamagata/3/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123325	PB2	Influenza C virus (C/Yamagata/5/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123330	PB2	Influenza C virus (C/Miyagi/28/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123331	PB2	Influenza C virus (C/Miyagi/31/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123341	PB2	Influenza C virus (C/Miyagi/47/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123338	PB2	Influenza C virus (C/Miyagi/12/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123340	PB2	Influenza C virus (C/Miyagi/42/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123348	PB2	Influenza C virus (C/Fukuoka/2/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123327	PB2	Influenza C virus (C/Miyagi/4/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123335	PB2	Influenza C virus (C/Yamagata/18/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123337	PB2	Influenza C virus (C/Yamagata/27/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123342	PB2	Influenza C virus (C/Yamagata/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123344	PB2	Influenza C virus (C/Yamagata/3/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123307	PB2	Influenza C virus (C/England/892/1983)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123310	PB2	Influenza C virus (C/Yamagata/10/89)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123321	PB2	Influenza C virus (C/Yamagata/13/98)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123324	PB2	Influenza C virus (C/Yamagata/6/2000)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123334	PB2	Influenza C virus (C/Yamagata/15/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC123329	PB2	Influenza C virus (C/Miyagi/20/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
MZ330929	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330936	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ330943	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
MZ331013	PB2	Influenza C virus	influenzaC	Okamoto,M. and Fujita,D.	Direct Submission	Submitted (02-JUN-2021) Virology, Graduate school of Medicine, Tohoku University, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8595, Japan	NCBI Virus, Genbank
KM507552	PB2	Influenza C virus (C/India/P135047/2013)	influenzaC	Potdar,V.A., Dakhave,M.R. and Manchanda,A.	Retrospective Detection and Characterization of Influenza C virus from Western India	Unpublished	NCBI Virus, Genbank
KM507545	PB2	Influenza C virus (C/India/P121719/2012)	influenzaC	Potdar,V.A., Dakhave,M.R. and Manchanda,A.	Retrospective Detection and Characterization of Influenza C virus from Western India	Unpublished	NCBI Virus, Genbank
LC123373	PB2	Influenza C virus (C/Yamagata/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
